LineCode,LineText,OriginalText,Comment,Speaker,StoryNode
line:905691,nimm diese goldene Feder,take this golden feather,take this golden feather,Original,FirstVolleyLost
line:95a4d1,und außerdem,and also,and also,Original,FirstVolleyLost
line:dd9f1f,nimm das,take this,take this,Original,GiveVolleyPrize
line:098c2d,du bist wirklich gut!,you're really good!,you're really good!,Original,GiveVolleyPrize
line:f7626c,hmm,hmm,hmm,Original,GiveVolleyPrize
line:0b898c,"ich wollte dir auch einen\nzweiten Preis geben, da wir 20 geschafft haben!",i also wanted to give you a\nsecond prize for making it to 20!,i also wanted to give you a\nsecond prize for making it to 20!,Original,GiveVolleyPrize
line:b5b3e5,...,...,...,Original,GiveVolleyPrize
line:b32983,mit deinem Geschick schaffen wir\nmöglicherweise sogar 20!,"with your skill, we might even\nbe able to make it to 20!","with your skill, we might even\nbe able to make it to 20!",Original,GiveVolleyPrize
line:fed812,aber das wird\nsehr schwierig werden...,but that would still\nbe pretty hard...,but that would still\nbe pretty hard...,Original,GiveVolleyPrize
line:0905b1,NEEEEEEEEEEEEEEEEIN,NOOOOOOOOOOOOOOOO,NOOOOOOOOOOOOOOOO,Original,PoppedBallEnd
line:cf975b,...wie?,...how?,...how?,Original,PoppedBallEnd
line:3efb69,...warum??,...why??,...why??,Original,PoppedBallEnd
line:5115e6,uh!,uh!,uh!,Player,PoppedBallEnd
line:168874,sorry,sorry,sorry,Player,PoppedBallEnd
line:1ab33e,vielleicht war das eine schlechte Idee,maybe that was a bad idea,maybe that was a bad idea,Player,PoppedBallEnd
line:1bca05,"mach' es einfach nicht nochmal, okay?","just don't do it again, ok?","just don't do it again, ok?",Original,PoppedBallEnd
line:f6567e,HEY!,HEY!,HEY!,Original,PoppedBallEnd
line:3de0b4,ich hab' gesagt\nmach' das nicht nochmal!,i said not to do\nthat anymore!,i said not to do\nthat anymore!,Original,PoppedBallEnd
line:16e478,mach' das nochmal!!,do it again!!,do it again!!,RefereeKid,PoppedBallEnd
line:1cf085,Julie!,julie!,julie!,Original,PoppedBallEnd
line:58eb8b,"ich mag es, wenn es knallt!!",i like it when it pops!!,i like it when it pops!!,RefereeKid,PoppedBallEnd
line:1b2f57,aber ich versuche\nhier ein Spiel zu spielen!,but i'm trying to play the game!,but i'm trying to play the game!,Original,PoppedBallEnd
line:1e8e7e,HAHAHA!!,HAHAHA!!,HAHAHA!!,RefereeKid,PoppedBallEnd
line:5ce6cd,so viel Spaß!!,so fun!!,so fun!!,RefereeKid,PoppedBallEnd
line:13a4d9,ugh,ugh,ugh,Original,PoppedBallEnd
line:117144,ich gebe dir ALLES Geld\nin meiner Tasche,i'm gonna give ya ALL the\nmoney in my pocket!,i'm gonna give ya ALL the\nmoney in my pocket!,Original,GiveVolleyPrize2
line:07918d,"wow, das ist ja viel","woah, that's a lot","woah, that's a lot",Player,GiveVolleyPrize2
line:49f634,ich möchte dir nicht\ndein ganzes Geld abnehmen,i don't wanna take\nall your money,i don't wanna take\nall your money,Player,GiveVolleyPrize2
line:7ca8d6,das ist schon ok!,it's ok!,it's ok!,Original,GiveVolleyPrize2
line:a714a1,meine Familie ist reich,my family's rich,my family's rich,Original,GiveVolleyPrize2
line:8a4237,oh,oh,oh,Player,GiveVolleyPrize2
line:3e0023,na dann,well,well,Player,GiveVolleyPrize2
line:384b5a,"ok, denke ich",ok i guess,ok i guess,Player,GiveVolleyPrize2
line:e1940b,um ehrlich zu sein,honestly,honestly,Original,GiveVolleyPrize2
line:989dbe,"ich hätte niemals gedacht,\ndass 30 möglich wären...",i never even thought\n30 was possible...,i never even thought\n30 was possible...,Original,GiveVolleyPrize2
line:43798e,ich möchte dir\nnoch eine Sache geben,i wanna give you\none more thing,i wanna give you\none more thing,Original,GiveVolleyPrize2
line:d80175,auf jeden Fall!,totally!,totally!,Original,RaceSelectMenu
line:0aaa4a,welches Rennen möchtest du machen?,what race you wanna do?,what race you wanna do?,Original,RaceSelectMenu
line:0c77af,das Leuchtturm-Rennen,the lighthouse race,[[the lighthouse race|LighthouseRaceRetry]],Player,RaceSelectMenu
line:49eef5,das Verlassene-Gebäude-Rennen,the abandoned building race,[[the abandoned building race|BuildingRaceRetry]],Player,RaceSelectMenu
line:16f4bc,das Berggipfel-Rennen,the mountaintop race,[[the mountaintop race|MountainTopRaceRetry]],Player,RaceSelectMenu
line:dbcf58,vergiss es,nevermind,[[nevermind|NothingRace]],Player,RaceSelectMenu
line:d7ff0b,lass' uns rennen!,let's race!,[[let's race!|BeginRace]],Player,BeforeRaceMenu
line:90fa0a,noch nicht,not yet,[[not yet|RefuseRace]],Player,BeforeRaceMenu
line:24e047,rennen wir etwas anderes!,let's do a rematch!,Dialogue choice.,Player,BeforeRaceMenu
line:e3bea3,ja!,yes!,yes!,Original,LighthouseRaceRetry
line:83f068,lass' uns zum Startpunkt gehen,let's head over there,let's head over there,Original,LighthouseRaceRetry
line:a892f3,oki doki!,okey dokey!,okey dokey!,Original,MountainTopRaceRetry
line:f2a32f,lass' uns zur Startlinie gehen!,let's go to the\nstarting line!,let's go to the\nstarting line!,Original,MountainTopRaceRetry
line:11d911,halloooo,helloooo,helloooo,Original,AfterRaceIntro
line:c042b5,ich plansche nur ein wenig im Wasser,just treading water here,just treading water here,Original,AfterRaceIntro
line:8aaa6d,es fühlt sich so gut an ein Bad zu nehmen!,it feels nice to take a dip!,it feels nice to take a dip!,Original,AfterRaceIntro
line:a35292,hey!,hey!,hey!,Original,AfterRaceIntro
line:2120f5,was geht ab?,what's up?,what's up?,Original,AfterRaceIntro
line:b5c178,hallo nochmal!,hello again!,hello again!,Original,MountainTopRaceIntro
line:75273a,UH,UH,UH,Original,MountainTopRaceIntro
line:771653,ich habe eine verrückte Idee!,i've got a bit of a crazy idea!,i've got a bit of a crazy idea!,Original,MountainTopRaceIntro
line:80b852,aber es ist irgendwie...,but it's like...,but it's like...,Original,MountainTopRaceIntro
line:f5e753,eine gute verrückte Idee,a good crazy idea,a good crazy idea,Original,MountainTopRaceIntro
line:e5f127,willst du sie hören?,will ya hear me out?,will ya hear me out?,Original,MountainTopRaceIntro
line:03f7fe,aber sicher doch!,sure!,sure!,Player,MountainTopRaceIntro
line:6bbdb1,"ok, also",ok so,ok so,Original,MountainTopRaceIntro
line:3680ac,was wäre...,what if...,what if...,Original,MountainTopRaceIntro
line:57c371,wenn wir...,we raced...,we raced...,Original,MountainTopRaceIntro
line:7ec37a,DEN GANZEN WEG BIS ZUM GIPFEL\nLAUFEN WÜRDEN!?,ALL THE WAY TO THE SUMMIT!?,ALL THE WAY TO THE SUMMIT!?,Original,MountainTopRaceIntro
line:919738,wow,woah,woah,Player,MountainTopRaceIntro
line:06b00f,das ist eine richtig\nverrückte Idee,that is a crazy idea,that is a crazy idea,Player,MountainTopRaceIntro
line:6f81db,aber auch eine GUTE!,but a GOOD one!,but a GOOD one!,Original,MountainTopRaceIntro
line:7deab5,die Regeln sind ganz einfach,the rules are simple,the rules are simple,Original,MountainTopRaceIntro
line:d739b0,der Erste der oben ankommt GEWINNT!,first one to the top WINS!,first one to the top WINS!,Original,MountainTopRaceIntro
line:43c890,"ich habe nur <color=red>9 Federn,</color> also","i only have <color=red>9 feathers,</color> so","i only have <color=red>9 feathers,</color> so",Original,MountainTopRaceIntro
line:ebac34,"benutze nicht mehr\nals genau so viele, okay?","don't use more than that, k?","don't use more than that, k?",Original,MountainTopRaceIntro
line:316905,OH,OH,OH,Original,MountainTopRaceIntro
line:ccf582,und noch eine Sache,and one more thing,and one more thing,Original,MountainTopRaceIntro
line:05fbc8,nimm das hier!,take this!,take this!,Original,MountainTopRaceIntro
line:7d1c33,"es ist ein langes Rennen, also",it's a long race so,it's a long race so,Original,MountainTopRaceIntro
line:43304b,"kannst du mich damit anrufen,\nwenn du von vorne beginnen willst",you can call me if you want to restart,you can call me if you want to restart,Original,MountainTopRaceIntro
line:8d9473,alles gut?,all good?,all good?,Original,MountainTopRaceIntro
line:380685,also möchtest auf DIE SPITZE rennen?!,so you wanna race to THE TOP?!,so you wanna race to THE TOP?!,Original,MountainTopRaceIntro
line:2fe636,hallo nochmal!,hello again!,hello again!,Original,MountainTopRaceIntro
line:8d80dc,möchtest du eine Revanche zur Spitze?,you wanna rematch to the top?,you wanna rematch to the top?,Original,MountainTopRaceIntro
line:5efe99,hallo nochmal!,hello again!,hello again!,Original,LighthouseRaceIntro
line:575305,"ich habe eine andere Route,\nwelche ich mit dir Laufen möchte!",i've got another route\ni want to race!,i've got another route\ni want to race!,Original,LighthouseRaceIntro
line:6acfc5,klar doch!,sure!,sure!,Player,LighthouseRaceIntro
line:e6d1ec,lass' mal hören,i'm interested,i'm interested,Player,LighthouseRaceIntro
line:ff97ca,"okay, also",ok so,ok so,Original,LighthouseRaceIntro
line:9aad90,hier sind die Regeln,here's the rules,here's the rules,Original,LighthouseRaceIntro
line:172a64,derjenige der zuerst\ndie Leuchtturmtür berührt\nGEWINNT!,first one to touch the\nlighthouse door WINS!,first one to touch the\nlighthouse door WINS!,Original,LighthouseRaceIntro
line:2bd292,ALSO,ALSO,ALSO,Original,LighthouseRaceIntro
line:237683,lass' uns während dieses Rennens\nnur <color=red>3 goldene Federn</color> benutzen!,let's only use <color=red>3 golden\nfeathers</color> during the race!,let's only use <color=red>3 golden\nfeathers</color> during the race!,Original,LighthouseRaceIntro
line:cc633a,...weil ich derzeit\nnur so viele bei mir habe,...cuz that's all i\nhave on me right now,...cuz that's all i\nhave on me right now,Original,LighthouseRaceIntro
line:574922,ist das für dich in Ordnung?,sound good?,sound good?,Original,LighthouseRaceIntro
line:14c2f7,also wie sieht's aus\nmit diesem Rennen zum Leuchtturm?,so how about that lighthouse race?,so how about that lighthouse race?,Original,LighthouseRaceIntro
line:268687,heyo!,heyo!,heyo!,Original,LighthouseRaceIntro
line:45f6f6,möchtest du eine Revanche\nzum Leuchtturm?,you wanna rematch to the lighthouse?,you wanna rematch to the lighthouse?,Original,LighthouseRaceIntro
line:ab370b,"oh, achja",oh actually,oh actually,Original,BeginRace
line:a54eab,vielleicht solltest du\nein Paar <color=red>Laufschuhe</color> finden,you might want to find\na pair of <color=red>running shoes</color>,you might want to find\na pair of <color=red>running shoes</color>,Original,BeginRace
line:803b99,diese sind kritisch\nfür eine gute Lauftechnik!,they're pretty crucial to\ngood running technique!,they're pretty crucial to\ngood running technique!,Original,BeginRace
line:123690,ich werde ohne laufen!,i'll race anyway!,-> i'll race anyway!,Player,BeginRace
line:93490f,"warte, egal","wait, nevermind","-> wait, nevermind",Player,BeginRace
line:dd0e94,haha ok,haha ok,haha ok,Original,BeginRace
line:146e8c,lass' uns loslegen!,lets do this!,lets do this!,Original,BeginRace
line:2aa83d,FANTASTISCH,AWESOME,AWESOME,Original,BeginRace
line:1b697e,lass' uns loslegen!,let's do this!,let's do this!,Original,BeginRace
line:ce1080,ok,ok,ok,Original,RefuseRace
line:d49680,bis später?,see you later then?,see you later then?,Original,RefuseRace
line:594168,tschüss!,bye!,[[bye!|NothingRace]],Player,AfterRaceMenu
line:d65d10,möchtest du eine Revanche?,want to do a rematch?,[[want to do a rematch?|RestartRace]],Player,AfterRaceMenu
line:1b252c,wieso nicht am Marathon teilnehmen?,why not join the marathon?,[[why not join the marathon?|AveryStory]],Player,AfterRaceMenu
line:38a545,lass' uns ein anderes Rennen laufen!,let's do a different race!,[[let's do a different race!|RaceSelectMenu]],Player,AfterRaceMenu
line:31f6ee,ich bin dabei!!,i'm down!!,i'm down!!,Original,RestartRace
line:e981e0,lass' es uns nochmal versuchen!,let's try it again!,let's try it again!,Original,RestartRace
line:48b1cc,total!!,totally!!,totally!!,Original,RestartRace
line:c6011c,ich werde dieses Mal\nnoch besser sein!,i'll do better this time!,i'll do better this time!,Original,RestartRace
line:58704a,wir sehen uns!,see ya!,see ya!,Original,NothingRace
line:a4f965,ich habe {{BallHits}} Treffer gezählt!!,i counted {{BallHits}} hits!!,i counted {{BallHits}} hits!!,RefereeKid,RegularVolleyLost
line:146aab,ich habe {{BallHits}} Treffer gezählt!!,i counted {{BallHits}} hits!!,i counted {{BallHits}} hits!!,RefereeKid,RegularVolleyLost
line:cbb0e6,JA!,YES!,YES!,Original,RegularVolleyLost
line:70f185,wir haben es geschafft!,we did it!,we did it!,Original,RegularVolleyLost
line:7f2baf,wie versprochen habe ich\neinen Preis für dich!,"as promised, i've got\na prize for you!","as promised, i've got\na prize for you!",Original,RegularVolleyLost
line:f6e9a8,HEILIGER VOGEL WIR HABEN 30!!,HOLY MOLY WE HIT 30!!,HOLY MOLY WE HIT 30!!,Original,RegularVolleyLost
line:ef85aa,WIR HABEN 20!!,WE HIT 20!!,WE HIT 20!!,Original,RegularVolleyLost
line:43af48,DAS IST MEIN NEUER REKORD!!,THAT'S MY NEW RECORD!!,THAT'S MY NEW RECORD!!,Original,RegularVolleyLost
line:5a7432,äh uh,uh uh,uh uh,Original,RegularVolleyLost
line:0ad676,ich muss mir\neine Belohnung einfallen lassen!!,i gotta come up with a reward!!,i gotta come up with a reward!!,Original,RegularVolleyLost
line:ec7f6d,aber ich habe {{BallHitsMore}} gezählt!,but i counted {{BallHitsMore}}!,but i counted {{BallHitsMore}}!,Original,NoVolleyPrize
line:d6e93d,der Aufschlag zählt nicht!!,the serve doesn't count!!,the serve doesn't count!!,RefereeKid,NoVolleyPrize
line:0ae27d,was?,what?,what?,Original,NoVolleyPrize
line:86fe8b,der zählt total!,it totally counts!,it totally counts!,Original,NoVolleyPrize
line:5ac4bd,"was denkst du, Claire?","what do you think, claire?","what do you think, claire?",Original,NoVolleyPrize
line:d7cd87,er zählt!,it counts!,-> it counts!,Player,NoVolleyPrize
line:c2f4b1,er zählt nicht wirklich...,it doesn't really count...,-> it doesn't really count...,Player,NoVolleyPrize
line:7b5de3,ja siehst du!,yeah see!,yeah see!,Original,NoVolleyPrize
line:a4bd76,in Ordnung!!,fine!!,fine!!,RefereeKid,NoVolleyPrize
line:52d7a2,dann hast du jetzt {{BallHits}} Punkte,you got {{BallHits}} points then,you got {{BallHits}} points then,RefereeKid,NoVolleyPrize
line:79124f,"aw, komm schon",aw come on,aw come on,Original,NoVolleyPrize
line:34565b,tut mir leid...,sorry..,sorry..,Player,NoVolleyPrize
line:3be986,ich bin da auf Julies Seite,i'm with julie on this one,i'm with julie on this one,Player,NoVolleyPrize
line:9cbf45,jay!!,yeah!!,yeah!!,RefereeKid,NoVolleyPrize
line:123b6b,gut gut,fine fine,fine fine,Original,NoVolleyPrize
line:a65662,das ist ein neuer Rekord!!,that's a new record!!,that's a new record!!,Original,NoVolleyPrize
line:c45080,wir sind ein richtig gutes Team!,we make a pretty great team!,we make a pretty great team!,Original,NoVolleyPrize
line:fc0537,das machst du großartig!,you're doing great!,you're doing great!,Original,NoVolleyPrize
line:f32d4c,nun,well,well,Player,NoVolleyPrize
line:f17f95,du bist viel besser,you're a lot better,you're a lot better,Player,NoVolleyPrize
line:e2e15a,du verfehlst niemals den Ball!,you never drop the ball!,you never drop the ball!,Player,NoVolleyPrize
line:0e9756,genauuu,trueee,trueee,Original,NoVolleyPrize
line:4ec1da,ordentlich!,solid!,solid!,Original,NoVolleyPrize
line:ce163d,"oh, fast geschafft!","oh, almost there!","oh, almost there!",Original,NoVolleyPrize
line:a0fd91,"oh, fast nochmal 10!","oh, almost 10 again!","oh, almost 10 again!",Original,NoVolleyPrize
line:96cc5f,nicht schlecht!,not bad!,not bad!,Original,NoVolleyPrize
line:d99dc5,das ist ein guter Start!,that's a good start!,that's a good start!,Original,NoVolleyPrize
line:0f4a14,"moment, was?",wait what?,When you get past 30 points on the first try of the game.,Original,GiveVolleyPrize3
line:930ae0,i said you got {{BallHits}} points!,i said you got {{BallHits}} points!,,RefereeKid,GiveVolleyPrize3
line:9c5f67,WE GOT PAST 30 POINTS!?,WE GOT PAST 30 POINTS!?,,Original,GiveVolleyPrize3
line:ed88e9,"ich wusste nicht,\ndass das überhaupt möglich ist",i didn't even know\nthat was possible!,,Original,GiveVolleyPrize3
line:d0bf44,hmm,hmm,,Original,GiveVolleyPrize3
line:d0340b,das verdient einen ganz besonderen Preis,that deserves the most specialest prize,,Original,GiveVolleyPrize3
line:109308,aber ich habe dir schon\nall mein Geld gegeben...,but i already gave you all my money...,,Original,GiveVolleyPrize3
line:e19113,das ist schon in Ordnung!,it's ok!,,Player,GiveVolleyPrize3
line:fdad43,ich brauche nichts,i don't need anything,,Player,GiveVolleyPrize3
line:4e5eeb,"doch, du brauchst etwas!!",yes you do!!,,Original,GiveVolleyPrize3
line:4f5e84,vielleicht solltest du\ndie hier haben,maybe you should have this,,Original,GiveVolleyPrize3
line:c0606f,es fühlt sich wunderbar an\nwieder 100% legal unterwegs zu sein!,it feels great to\nbe 100% legal again!,it feels great to\nbe 100% legal again!,Original,CampCatStart
line:60d7be,du wirst nicht glauben\nwas ich gefunden habe!,you won't believe what i found!,you won't believe what i found!,Player,CampCatStart
line:6f023c,DU HAST MEINE\nGENEHMIGUNG GEFUNDEN!?,YOU FOUND MY PERMIT!?,YOU FOUND MY PERMIT!?,Original,CampCatStart
line:6e23fc,ICH DACHTE SIE WÄRE\nFÜR IMMER WEG!,I THOUGHT IT WAS\nGONE FOREVER!,I THOUGHT IT WAS\nGONE FOREVER!,Original,CampCatStart
line:a3f456,du hast keinen Witz gemacht!,you weren't kidding!,you weren't kidding!,Player,CampCatStart
line:73297a,ich habe sie wirklich\nin einem Fisch gefunden,a fish really did have it,a fish really did have it,Player,CampCatStart
line:df5dfa,ich danke dir so sehr!,thank you so much!,thank you so much!,Original,CampCatStart
line:70a309,dafür sollst du den Rest\nmeiner Köder bekommen,you should have the\nrest of my bait,you should have the\nrest of my bait,Original,CampCatStart
line:d88125,ich habe fürs Erste\ngenug vom Angeln,i'm feeling a little\ndone with fishing,i'm feeling a little\ndone with fishing,Original,CampCatStart
line:2ef1a1,vielen Dank nochmal!,thanks again!,thanks again!,Original,CampCatStart
line:5eb61a,du bist eine LEBENSRETTERIN!,you're a LIFESAVER!,you're a LIFESAVER!,Original,CampCatStart
line:d8d54d,hey,hey,hey,Player,CampCatStart
line:329927,AAHHH!,AAHHH!,AAHHH!,Original,CampCatStart
line:f38073,JA DIESES LAGER\nIST 100% LEGAL!!!,YES THIS SETUP\nIS 100% LEGAL!!!,YES THIS SETUP\nIS 100% LEGAL!!!,Original,CampCatStart
line:5081fb,uh-,uh-,uh-,Player,CampCatStart
line:68f49c,JA ICH HABE EINE GÜLTIGE\nKAMPIERGENEHMIGUNG!!!,YES I HAVE A VALID\nCAMPING PERMIT!!!,YES I HAVE A VALID\nCAMPING PERMIT!!!,Original,CampCatStart
line:27f51b,warte-,wait-,wait-,Player,CampCatStart
line:dde816,OKAY GUT!\nDU HAST MICH ERWISCHT,FINE FINE! YOU GOT ME,FINE FINE! YOU GOT ME,Original,CampCatStart
line:882762,warte mal-,hold on-,hold on-,Player,CampCatStart
line:3ccc3f,ICH HABE SIE VERLOREN,I LOST IT,I LOST IT,Original,CampCatStart
line:e600fa,ICH BIN EIN SCHRECKLICHER LÜGNER,I'M A TERRIBLE LIAR,I'M A TERRIBLE LIAR,Original,CampCatStart
line:c3f85e,ICH BIN SO EIN TOLLPATSCH,I'M A MESS,I'M A MESS,Original,CampCatStart
line:fe2fc1,uhhhhhhhhhh-,uhhhhhhhhhh-,uhhhhhhhhhh-,Player,CampCatStart
line:b3aa9d,BITTE SCHREIB MICH NICHT AUF,PLEASE DON'T WRITE ME UP,PLEASE DON'T WRITE ME UP,Original,CampCatStart
line:e85302,ICH KANN DICH BESTECHEN,I CAN BRIBE YOU,I CAN BRIBE YOU,Original,CampCatStart
line:085e0e,...,...,...,Player,CampCatStart
line:654eb8,hast du mir gerade wirklich\neine Handvoll Würmer\nin die Hand gedrückt?,did you really just hand\nme a fistful of worms?,did you really just hand\nme a fistful of worms?,Player,CampCatStart
line:a8530b,DAS SIND ANGELKÖDER!!,IT'S FISHING BAIT!!,IT'S FISHING BAIT!!,Original,CampCatStart
line:64224f,ICH BIN VERZWEIFELT!!,I'M DESPERATE!!,I'M DESPERATE!!,Original,CampCatStart
line:2b567d,WAS WÜRDEST DU MACHEN?!,WHAT WOULD YOU DO?!,WHAT WOULD YOU DO?!,Original,CampCatStart
line:bb2e31,"nun, äh","well, uh","well, uh",Player,CampCatStart
line:148e27,das spielt keine Rolle,it doesn't matter,it doesn't matter,Player,CampCatStart
line:57f777,ich werde es niemanden sagen!,i'm not gonna tell anyone!,i'm not gonna tell anyone!,Player,CampCatStart
line:74f1fc,"warte, wirklich?","wait, really?","wait, really?",Original,CampCatStart
line:3ba4c7,bist du kein Junior-Ranger?,aren't you a junior ranger?,aren't you a junior ranger?,Original,CampCatStart
line:92558e,nee,nope,nope,Player,CampCatStart
line:827d58,meine Tante ist eine Rangerin,my aunt's a ranger,my aunt's a ranger,Player,CampCatStart
line:74bd5d,aber ich arbeite nicht für sie,but i don't work for her,but i don't work for her,Player,CampCatStart
line:6aa300,"oh, na dann",oh well,oh well,Original,CampCatStart
line:db985f,"du wirst nichts verraten, oder?",you won't tell right?,you won't tell right?,Original,CampCatStart
line:eeb843,neeh,nah,nah,Player,CampCatStart
line:305a88,gut!,good!,good!,Original,CampCatStart
line:be4b3a,glaube ich,i guess,i guess,Original,CampCatStart
line:aaac24,du kannst die Köder behalten,you can keep the bait,you can keep the bait,Original,CampCatStart
line:b093fa,...danke,...thanks,...thanks,Player,CampCatStart
line:ba3592,wo hast du die Genehmigung verloren?,where'd you lose the permit?,where'd you lose the permit?,Player,CampCatStart
line:69c63f,nun...,well...,well...,Original,CampCatStart
line:fa0875,das wirst du mir nicht glauben,you might not believe me,you might not believe me,Original,CampCatStart
line:803d48,versuch' es,try me,try me,Player,CampCatStart
line:673f6f,ein Fisch hat sie verschluckt,a fish ate it,a fish ate it,Original,CampCatStart
line:e89ded,was?,what?,what?,Player,CampCatStart
line:03a8fc,komm' schon,come on,come on,Player,CampCatStart
line:7585e0,wirklich!,really!,really!,Original,CampCatStart
line:1192ab,das klingt ein wenig...,it does sound a little...,it does sound a little...,Player,CampCatStart
line:695d8a,...fischig!,fishy!,fishy!,Player,CampCatStart
line:fc6810,hehe,heh,heh,Player,CampCatStart
line:62a7fc,...,...,...,Original,CampCatStart
line:bb579f,ernsthaft!,this is serious!,this is serious!,Original,CampCatStart
line:85d0f9,also,so,so,Original,VolleyKidChat
line:9b9647,liebst du es?,do you love it?,do you love it?,Original,VolleyKidChat
line:0ddac1,Strandsteckenball?,beachstickball?,beachstickball?,Player,VolleyKidChat
line:370aee,ja!!,yeah!!,yeah!!,Original,VolleyKidChat
line:0c80b9,ich mag es!,i like it!,-> i like it!,Player,VolleyKidChat
line:ad2aa7,ich weiß nicht,i dunno,-> i dunno,Player,VolleyKidChat
line:73c36f,"vielen Dank, dass du mir\ndas Spiel gezeigt hast!",thanks for showing me the game!,thanks for showing me the game!,Player,VolleyKidChat
line:4a27f2,danke für's spielen!,thanks for playing!,thanks for playing!,Original,VolleyKidChat
line:80ddd6,"du bist die Beste, Claire!","you're the best, claire!","you're the best, claire!",Original,VolleyKidChat
line:bda72b,"ich glaube, ich bevorzuge immer noch Volleyball",i think i still prefer volleyball,i think i still prefer volleyball,Original,VolleyKidChat
line:b7dbab,WIE BITTE,WHAT,WHAT,Original,VolleyKidChat
line:be2c6d,aber Strandsteckenball ist\nwie Volleyball mit Superkräften!,but beachstickball is like\nvolleyball with super powers!,but beachstickball is like\nvolleyball with super powers!,Original,VolleyKidChat
line:e67743,die Superkraft DINGE MIT EINEM STECKEN ZU SCHLAGEN!!,the super power of WHACKING\nTHINGS WITH A STICK!!,the super power of WHACKING\nTHINGS WITH A STICK!!,Original,VolleyKidChat
line:b337bd,unser bester Punktestand bis jetzt ist {{BallHitsBest}}!,our best score so far is {{BallHitsBest}}!,our best score so far is {{BallHitsBest}}!,Original,VolleyKidChat
line:734516,das ist echt gut!,that's pretty good!,that's pretty good!,Player,VolleyKidChat
line:ac8f02,yeah!,yeah!,yeah!,Original,VolleyKidChat
line:4e13fc,wir sind ein gutes Team!,we make a good team!,we make a good team!,Original,VolleyKidChat
line:b5a671,ich denke das wird Geschichte schreiben,i think this is history in the making,i think this is history in the making,Original,VolleyKidChat
line:05ad24,das würde ich auch sagen,i'd say so,i'd say so,Player,VolleyKidChat
line:53839d,wow,woah,woah,Player,GiveVolleyPrize3
line:0316a3,bitte behalte sie!,please keep it!,please keep it!,Original,GiveVolleyPrize3
line:2e1d70,so kannst du dich immer\nan diesen Moment erinnern!!,so you can remember\nthis moment forever!!,so you can remember\nthis moment forever!!,Original,GiveVolleyPrize3
line:9e97cf,ich werde es versuchen,i'll try,i'll try,Player,GiveVolleyPrize3
line:6b4643,uhh,uhh,uhh,Original,WalkieMidRace
line:2815c3,ich rede hier gerade beim Laufen,i'm running and talking here,i'm running and talking here,Original,WalkieMidRace
line:fce2e0,"aber was soll's,\nwas ist los?","but, what's up?","but, what's up?",Original,WalkieMidRace
line:42b890,hey!,hey!,hey!,Original,WalkieMidRace
line:b78535,ich warte auf dich,i'm waiting for you,i'm waiting for you,Original,WalkieMidRace
line:9f0846,was ist los?,what's up?,what's up?,Original,WalkieMidRace
line:4664cb,lass' uns nochmal von vorne anfangen!,let's start over!,-> let's start over!,Player,WalkieMidRace
line:0b9471,ich gebe auf,i give up,-> i give up,Player,WalkieMidRace
line:3f3cb7,nicht viel,nothing much,-> nothing much,Player,WalkieMidRace
line:2fad91,"oh, äh","oh, uh","oh, uh",Player,WalkieMidRace
line:c725b9,klar doch können wir\nnochmal von vorne starten,"sure, we can start over","sure, we can start over",Player,WalkieMidRace
line:eeec64,"aww, nagut","aww, well","aww, well",Player,WalkieMidRace
line:cf0cb8,"okay, denk' ich",ok i guess,ok i guess,Player,WalkieMidRace
line:cdbd9e,es ist keine Zeit für Kaffeeklatsch,there's no time to chit chat,there's no time to chit chat,Player,WalkieMidRace
line:b7ad54,das Rennen läuft gerade!,a race is underway!,a race is underway!,Player,WalkieMidRace
line:23d9ce,"oh, ok",oh ok,oh ok,Player,WalkieMidRace
line:112092,bis bald?,see you soon?,see you soon?,Player,WalkieMidRace
line:36e8b5,"hey, wo bist du?","hey, where are you?","hey, where are you?",Original,WalkieNotRacing
line:666c07,uh...,uh...,uh...,Original,WalkieNotRacing
line:3957bb,ein bisschen irgendwo umherwandern...,just wandering around somewhere...,just wandering around somewhere...,Original,WalkieNotRacing
line:ac1f13,ich bin immer noch am Leuchtturm!,i'm still at the lighthouse!,i'm still at the lighthouse!,Original,WalkieNotRacing
line:422cc9,ich bin immer noch bei diesem alten Gebäude!,i'm still at that old building!,i'm still at that old building!,Original,WalkieNotRacing
line:c210da,ich bin immer noch auf der Sptize des Berges!,i'm still at the top of the mountain!,i'm still at the top of the mountain!,Original,WalkieNotRacing
line:80c82b,äm...,um...,um...,Original,WalkieNotRacing
line:35662f,ich weiß nicht!,i don't know!,i don't know!,Original,WalkieNotRacing
line:9063e5,ich hänge ein bisschen am Königsgrat ab!,i'm hanging out at the royal ridge!,i'm hanging out at the royal ridge!,Original,WalkieNotRacing
line:c8f6dd,ich bin in der nähe des Friedhofs!,i'm around the graveyard!,i'm around the graveyard!,Original,WalkieNotRacing
line:c37eaf,ich bin in der nähe des Besucherzentrums!,i'm near the visitor center!,i'm near the visitor center!,Original,WalkieNotRacing
line:b3b718,uhh...,uhh...,uhh...,Original,WalkieNotRacing
line:f6baec,ich weiß es nicht!,i don't know!,i don't know!,Original,WalkieNotRacing
line:0f245f,hallo?,hello?,hello?,Original,WalkieNobody
line:b840fb,ist irgend jemand da?,is anyone there?,is anyone there?,Original,WalkieNobody
line:57b389,...,...,...,Original,WalkieNobody
